data_medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
19/04/01;0;886,5;14,6;27,7;21,7;16,5;65,6;35;7,4;1,1
20/04/01;0;886,5;14,4;28,9;22,5;16,9;62,1;34;9,8;1,7
21/04/01;67;887,3;16,5;27,3;20,8;16,9;77,8;43;12,1;2,2
22/04/01;21,4;886,3;16,9;26,5;20,7;17,8;79,6;51;14,4;2,1
23/04/01;0;887,2;16,5;27,9;22,6;18,7;70,1;47;8;1,8
24/04/01;0;889;14,9;27,5;22,6;17,7;63,4;36;8,3;2,7
25/04/01;0;890,1;12,4;26,6;21,7;17,6;57,8;29;9,9;3,6
26/04/01;0;889,5;13,7;26,6;21,6;17;61,6;44;9,9;3,5
27/04/01;0;888,8;14,3;26,8;21,7;17,9;64,6;40;9,6;3,5
28/04/01;null;null;null;null;null;16,8;63,4;48;3,3;null
29/04/01;null;889,1;12,2;26,9;21;null;58,6;35;8,5;2,3
30/04/01;0;888,2;12,5;26,2;21,1;16;59,6;36;8,1;3
01/05/01;0;888,1;13,8;26,8;21,4;16,7;62,5;46;9,6;3,6
02/05/01;0;889,4;14,2;26,8;21,4;17,3;65,9;35;9,7;3,7
03/05/01;0;889,3;14,1;27,5;21,9;17;62,4;39;9,1;2,8
04/05/01;0;887,4;15,4;28,2;22,4;17;65,5;44;6,4;1,6
05/05/01;0;885,8;15,9;24,8;21;18,2;73,2;59;6,7;1,8
06/05/01;0;886,4;12,9;27,6;20,3;13,4;65,3;34;7,2;1,7
07/05/01;0;886,9;11,9;27,6;20,8;14,1;58,1;37;5,6;1,4
08/05/01;0;886,3;11,5;28,3;21,1;15,3;55,8;34;8,1;1,7
09/05/01;0;885,4;12,1;27,6;20,7;14,2;59,8;32;8;1,4
10/05/01;0;885,3;12,2;28,2;21,3;15,5;57,6;31;8,9;1,4
11/05/01;0;886,1;12,9;28,4;22;16,1;58,1;27;8,7;2,2
12/05/01;0;887,5;13,2;28,8;22,5;17,3;56,4;40;7,4;1,2
13/05/01;0;888,7;15,7;27,2;22;17,9;68,5;47;7,9;2,1
14/05/01;4,8;888,6;16;25,8;20,7;17,1;76,3;52;7,7;2,6
15/05/01;0;887,2;15,3;28;21,6;16,6;69,2;40;6,9;2,2
16/05/01;0;886,8;15,9;27,8;21,9;16,3;70,5;42;8,9;2,1
17/05/01;18,2;888,6;16,3;23,6;19,6;15,9;81,7;59;10,5;1,7
18/05/01;0;889,1;16,5;26,4;21,1;17;76,9;46;6,5;1,5
19/05/01;0;888,9;14,5;26,7;20,7;15,3;70;42;5,5;1,8
20/05/01;0;888,3;10;24,7;19,1;14,5;57,6;33;7;2,3
21/05/01;0;887,8;9,4;25,4;18,6;13,7;56,3;33;8,8;2,8
22/05/01;0;887,3;11,3;26,6;19,4;13,2;62,3;34;9,7;1,8
23/05/01;0;887,3;11,6;26,9;20,5;15,1;59,9;28;5,9;1,1
24/05/01;0,6;888,3;13,2;23,9;19,7;15,8;67,3;47;7,8;2,5
25/05/01;0,8;889;14,1;25,8;20,1;16,2;69,5;46;8;3
26/05/01;0;887,6;13,4;26,6;21,1;16,5;63;41;8,1;2,9
27/05/01;0;888;14,9;21,3;18,1;16,9;82;52;4,9;1,6
28/05/01;2,4;888,5;16,4;24,1;19,4;16,8;83,9;59;7,7;1,2
29/05/01;5,6;888,7;16,2;26,9;20,7;16,4;77,1;45;5;0,8
30/05/01;3,2;889,7;15,4;26,9;21,7;17,5;69;40;8,8;2,5
31/05/01;0;889;14;27;21,3;16,3;64,9;39;7,9;2,4
01/06/01;0;888,7;12,6;26,2;20,8;16,5;60,6;40;7,4;2,6
02/06/01;0;889,2;12,8;26,2;20,8;16,6;61,6;34;8,3;3,2
03/06/01;0;889,8;14,6;24,8;19,8;16;72,8;54;10,1;3,5
04/06/01;0;891;15,2;25,4;null;16,8;76,7;53;9,2;3,8
05/06/01;null;890,1;13,6;24,8;19,6;15;69,5;47;9,2;3,3
06/06/01;0;889,6;12,3;27,4;20,7;16,3;60;33;7;2,5
07/06/01;0;889,4;13,1;26,7;20,5;15,1;65,8;34;7;1,7
08/06/01;0;890,1;11,7;25,7;19,9;14,4;60,7;39;8,8;2,9
09/06/01;0;890,7;11,2;24,8;19,6;15;59;40;9,5;3,3
10/06/01;0;891,2;10,3;25;18,6;12,6;60,6;33;7,4;2,2
11/06/01;0;890,2;10,3;24,5;18,7;13,2;59,4;40;9,4;3,1
12/06/01;0;890,1;11,6;23,3;18,3;14,2;65,5;49;9,8;3,8
13/06/01;0;889,9;11,6;24,3;18,9;14,5;64,3;41;9,2;3,3
14/06/01;0;888,8;10,3;25,4;19,2;14;58,8;30;7,9;2,5
15/06/01;0;888;9,3;25,7;19,7;12,9;53,8;29;7,5;2,2
16/06/01;0;888,2;9,7;25,1;20,1;15,3;52,1;33;7,4;2,2
17/06/01;0;888;9,2;26,7;20,2;13,6;52,5;25;6,5;1,3
18/06/01;0;888,2;9,1;26,8;20;13,6;51;30;6,5;1,2
19/06/01;0;888,9;9,5;26,1;19,7;14,4;53,5;31;7,6;2,1
20/06/01;0;889,5;10,1;26,2;19,1;12,6;57,8;32;6,8;1,8
21/06/01;0;890,4;12,1;23,1;16,3;11;78,6;50;6,2;2,1
22/06/01;0;891,1;12,1;25,5;18,7;12,5;67,6;41;8,4;2,4
23/06/01;0;890,6;12,1;26;20,1;13,3;61,7;40;8,7;2,7
24/06/01;0;890,9;12,9;25,6;20,3;16,9;63,5;38;10,4;3,3
25/06/01;0;891,7;11,5;25,5;19,8;15,3;60,7;35;9;3
26/06/01;0;892,1;10,1;26,5;19,9;14;56,1;31;6,5;1,5
27/06/01;0;891,2;12,3;25;18,6;13,9;68,3;39;6,2;1,7
28/06/01;0;890,3;8,4;25,6;18,2;11,3;55,4;31;8;2,4
29/06/01;0;890,2;8;25,8;19,4;12,6;48,8;29;8,7;2,6
30/06/01;0;889,4;8,7;25,1;19,5;12,8;51,6;29;6,5;2,3
01/07/01;0;888,7;6,2;25,9;19;11,6;46,6;21;7,7;1,9
02/07/01;0;889,2;5,8;25,5;18,5;11,9;46,1;20;6,7;1,5
03/07/01;0;889,6;7,4;25;19,2;13,2;47,1;32;7;2
04/07/01;0;889,6;8,8;27,4;19,3;12,2;53,5;27;7,3;2,1
05/07/01;0;890,6;8,6;26,3;19,5;12,8;51,7;25;8,6;2
06/07/01;0;889,9;7,2;24,6;18,7;12,9;48,3;25;11,8;4
07/07/01;0;891,1;9,2;24,7;18,5;13,3;56;32;10,3;4
08/07/01;0;892,2;11,7;24,4;18,7;14,8;66;36;9,5;3,7
09/07/01;0;890,7;10;24,9;18,7;13,6;59;33;8,4;2,7
10/07/01;0;888,7;9;25,6;18,9;13,3;55,1;30;8;2,1
11/07/01;0;888,5;8,1;26,7;19,1;12,1;51,8;27;8,1;1,5
12/07/01;0;889;8,4;27,9;21,1;14,5;46,1;27;6,1;1,4
13/07/01;0;889,4;10,9;26,8;21,2;15,1;53,5;31;7,2;2,2
14/07/01;0;889,5;10,7;25,5;20,1;15;56,1;36;8,6;2,8
15/07/01;0;889,2;8,2;24,9;18,9;13,1;51,9;28;9,5;3,3
16/07/01;0;889,2;7,5;24,4;18,6;13,7;49,6;30;10,1;3,4
17/07/01;0;889,6;9,3;25,8;19,6;14,5;52,5;32;8;3
18/07/01;0;889,2;12,6;24,8;19,1;15,4;66,6;46;8,1;2,1
19/07/01;13,6;889,1;12,2;27,2;19,9;14;64,8;33;5,2;1,2
20/07/01;0;887,4;10,8;28,2;21,4;15,6;53,1;28;7;1,4
21/07/01;0;887,9;10,3;28,7;22,5;16,9;47,8;30;5,8;0,8
22/07/01;0;888,5;9;29,5;23,2;17,8;42,5;23;6,6;1,3
23/07/01;0;888,6;7,5;29,3;22,9;16,1;39,1;21;9,1;2,2
24/07/01;0;889,4;10,2;27,4;21,8;16,1;48,7;30;9,6;3,5
25/07/01;0;889,4;11,3;26,8;21,4;16,7;54,7;32;9,5;4
26/07/01;0;890,3;10,5;26,1;21;16,7;52;32;9,3;4
27/07/01;0;890,8;8,7;26,3;20,5;14,7;49,1;26;8;2,5
28/07/01;0;890,8;9,5;25,7;18,9;13;58,2;28;7,1;2,2
29/07/01;0;889,9;9;26,6;19,8;12,2;54,3;25;9;2,5
30/07/01;0;891,3;9,7;24,9;19,9;15,8;52,3;36;10,3;3,9
31/07/01;0;892,2;11,1;23,7;18,6;13,9;63,5;38;10,7;3,9
01/08/01;0;892,9;9,5;24,9;19,6;13,9;54;31;11,3;3,7
02/08/01;0;892,5;7,5;24,6;19,2;13,9;48,3;29;11,8;3,7
03/08/01;0;892,4;8,2;24,6;18,8;14,2;51,1;35;13;4,8
04/08/01;0;892,2;9,4;24,7;19,1;13,8;56,5;30;11,6;4,8
05/08/01;0;891,9;7,5;25,5;null;13,3;53,1;25;9,5;3,8
06/08/01;null;null;null;null;null;null;null;null;null;null
07/08/01;null;null;null;null;null;null;null;25;9,3;null
08/08/01;null;892;6,4;24,4;18,7;13,7;45,7;30;10,3;4,2
09/08/01;0;891,9;7,5;24,8;19,2;14,2;47,8;30;9,3;3,1
10/08/01;0;891,7;6,5;25,2;19;12,2;46,6;25;7,6;2,5
11/08/01;0;891,5;6,7;24,8;19,3;12,9;45,6;29;9,6;3,2
12/08/01;0;891,9;6,7;25,1;19,2;13,9;45,4;29;10,3;3,3
13/08/01;0;891,6;7,4;24,5;19,2;14,4;47,7;30;10;4,1
14/08/01;0;890,9;7,1;23,2;18,3;13,5;49;33;10,2;4,1
15/08/01;0;891,5;6,5;24,1;18,5;13;46,8;30;12,3;4
16/08/01;0;891,8;6,9;24,8;18,6;12,6;48,5;29;10,8;3,4
17/08/01;0;891,6;6,7;25;18,8;13;47;28;10,2;3,6
18/08/01;0;891,2;7;25;19,2;14;46,5;29;10,8;4,1
19/08/01;0;891,5;10;25,9;19,8;14,2;55,3;33;9,9;4,2
20/08/01;0;892,8;8,3;25,5;19,7;15,1;50,3;26;10,1;3,8
21/08/01;0;891,5;6,4;26,4;19,9;13,8;43,4;25;8,2;2,7
22/08/01;null;null;null;null;null;null;null;37;3,6;null
23/08/01;null;null;null;null;null;null;null;25;5,6;null
24/08/01;null;888,8;9,9;29,7;22,9;17,7;44,7;26;9,2;2,5
25/08/01;0;888,9;12;29,7;21,2;15,7;58,7;28;9,5;3
26/08/01;0,8;888,7;12,9;27,6;20,7;15,7;63;36;8,4;1,9
27/08/01;1,2;889,2;12,5;29,9;22;15;60,2;26;9,8;2
28/08/01;2;889,4;13,1;26;20,5;18,2;63;39;7,6;2,3
29/08/01;0,2;888,3;12,9;27,7;21,7;17,9;58,9;33;8;2,1
30/08/01;33;890,8;14,8;22,1;17,2;14,8;85,9;55;9,2;2,8
31/08/01;null;null;null;null;null;null;null;88;6,2;null
01/09/01;null;null;null;null;null;null;null;null;null;null
02/09/01;null;null;null;null;null;null;null;null;null;null
03/09/01;null;null;null;null;null;null;null;34;7,6;null
04/09/01;null;888,3;10,7;28,9;22,8;17,4;48,3;27;7;2,3
05/09/01;0;888,6;8,6;29;23;17;41,6;23;9,4;3
06/09/01;0;887,9;8;28,5;22,7;17,9;40,3;24;9,4;3
07/09/01;0;887;8,5;28,2;22,3;17,1;43,3;26;12,1;2,8
08/09/01;0;886,5;7,8;30,3;23,2;17,2;39,6;21;7,3;2,2
09/09/01;0;887,2;6,5;31,8;24,3;16,9;34,2;17;7,1;1,5
10/09/01;0;886,9;7,4;31,5;25,2;18,4;33,6;21;7,5;1,3
11/09/01;0;885,5;8,1;33;26,4;19,4;33,1;18;7,8;1,2
12/09/01;0;884,5;9,8;33,1;26,4;21,1;36,5;20;8,2;2,4
13/09/01;0;887,3;14,6;27,8;23,1;18,9;59,4;44;8,5;2,3
14/09/01;0,2;887,3;15,5;27,9;21,2;18,8;70,7;44;14,3;2,3
15/09/01;23,6;885,9;15,9;27,1;20,3;16,4;76,5;49;10,1;1,9
16/09/01;3;887,7;15,7;22;18,7;17;83,5;63;9,5;3
17/09/01;null;null;null;null;null;14,1;null;75;8,9;null
18/09/01;null;888,6;9,8;26,7;18,8;null;56,5;39;10,1;3,9
19/09/01;0;888,8;11,7;25,9;19,1;13,3;63,5;41;9,7;4,3
20/09/01;0;888,6;10,2;27,1;20,8;14,9;53;28;8,8;3,5
21/09/01;0;888,1;7,5;27,5;21,2;15,8;42,9;24;8,6;2,9
22/09/01;0;887,6;8,7;28,6;22,1;16,4;43;29;9,3;2,7
23/09/01;0;886,6;10,8;29,9;23,6;19,3;46,1;28;9;2,5
24/09/01;0,6;886,5;13;29;22,3;18;56,6;33;8,5;2,6
25/09/01;2;886,5;13,5;28,3;23;19;56,5;35;7,1;2,2
26/09/01;1;887;15,8;28,1;22;18,4;70,3;41;8,2;2
27/09/01;8;887,4;16,3;25,4;20,6;17,6;77,7;54;6,8;2,4
28/09/01;0;887,7;16,2;29,7;22,4;18;70;38;10,4;3
29/09/01;6,6;888,8;16,7;23,6;20,6;18;79,1;64;7,1;2,7
30/09/01;4;888,5;15,7;26,9;21,4;17,9;72,5;46;7,8;2,9
01/10/01;0;888,3;16,2;23,6;20,5;18,6;76,3;54;7;1,9
02/10/01;0,6;887,3;15,8;27,9;22;17;69,7;43;11;1,8
03/10/01;6,4;888,9;16,5;26,6;21,4;16,8;75;47;8,3;2,6
04/10/01;0;888,4;16,4;29,8;21,8;17,2;73,5;32;12,8;2,2
05/10/01;1,4;887,9;15,7;30,8;23,2;18,5;65,7;30;11,8;1,6
06/10/01;29;887,4;14,9;29,8;22,9;17,6;63,2;33;9,8;2,3
07/10/01;0;886,1;15,2;30;23,8;18,1;60,1;34;8,6;2,4
08/10/01;0;886,6;17,2;26;20,6;18,7;81,7;54;8;1,8
09/10/01;3,4;886,4;17,5;24,4;20,3;18,1;84,3;61;7;1,6
10/10/01;0,8;886,8;16;27,7;20,2;15,8;78,2;45;9;1,7
11/10/01;0,4;887,1;16,3;26,5;21,5;17,9;73,9;47;9,1;3,3
12/10/01;0;887,9;16,8;22,9;20,4;18,1;80,4;66;8,3;3,4
13/10/01;0;888,1;15,4;24,6;20,6;17,8;73,3;51;7,8;2,7
14/10/01;0,6;887,9;13,7;20,9;18,9;16,9;72,5;57;8;2,8
15/10/01;1,8;887;15,2;18,8;17,4;16,7;87;76;7,3;2,7
16/10/01;2,4;886,7;15,4;21,5;17,7;15,6;86,4;72;8,8;2,8
17/10/01;2,4;885,6;16,6;19,3;18;16,6;91,8;81;6,4;2,2
18/10/01;13,8;884,5;16,7;23,3;18,2;15,6;91,7;68;7,3;1,6
19/10/01;41,2;883,4;16,8;21;18,1;16,4;91,8;74;8,8;1,9
20/10/01;13,8;883,8;15,6;26,5;20,5;16,4;75,8;48;9,7;3,2
21/10/01;0;884,3;16,3;27;20,7;17,2;77,1;51;11,2;3,2
22/10/01;11;884,3;15,3;27,5;21;16;72,4;41;10,8;3,4
23/10/01;0;885,7;11,1;29,8;22,5;15,2;53,5;24;6,6;2
24/10/01;0;888;10;30,4;23,6;16,6;44;26;7,6;1,7
25/10/01;0;888,9;13,5;28,9;23,7;19,4;53,5;37;11,5;3,6
26/10/01;0;888,1;12,8;28,1;22,8;18;55,3;29;8,1;2,9
27/10/01;0;886,9;8,7;29,1;23;16,2;41,2;23;8,1;2,5
28/10/01;0;886,4;10;29,2;23;17,3;45,5;26;7,2;2
29/10/01;0;886,1;10;30,6;24;17,1;43,3;25;6,9;1,8
30/10/01;6,2;886,4;14,2;26,7;22;18,6;62,1;38;7,9;2,4
31/10/01;0;885,9;13,7;29,5;23;17,6;57,8;33;8;1,9
01/11/01;0;884,7;15,5;27;22,3;19,3;66;48;7,6;2,2
02/11/01;13,8;884,7;16,4;25,8;19,4;16,4;84;56;18,3;2,6
03/11/01;18,2;884,6;17,4;23,5;20,5;18,1;83;69;8,7;2,1
04/11/01;4,4;885,4;16,9;27;20,6;16,6;81,2;50;14,4;2,8
05/11/01;6,2;885,9;17,1;27,9;21,3;17,9;78,6;47;9,8;2,4
06/11/01;0;886,7;17,1;28,8;21,9;18,6;75,5;45;10;1,7
07/11/01;2,6;887,5;17,5;27,8;21,3;18,9;80;48;11,2;1,8
08/11/01;null;null;null;null;null;18,9;null;81;3,4;null
09/11/01;null;null;null;null;null;null;null;null;null;null
10/11/01;null;null;null;null;null;null;null;null;null;null
11/11/01;null;null;null;null;null;null;null;null;null;null
12/11/01;null;null;null;null;null;null;null;null;null;null
13/11/01;null;null;null;null;null;null;56,9;38;9,3;null
14/11/01;0,8;883,9;16,4;26,4;21,5;18,3;73,8;54;9,5;2,8
15/11/01;2,8;884,4;16,7;26,7;21,2;17,9;76,8;50;11,2;3,2
16/11/01;0;885,7;17;28;21,8;17,5;76,1;45;10,1;1,7
17/11/01;22;885,7;18;26,7;21,8;18,6;80,1;54;8,3;1,7
18/11/01;0,4;885,7;18,4;24,4;20,1;18,6;89,9;72;11,9;1,9
19/11/01;14,4;886,6;17,6;25,2;20,2;18,4;85,7;58;8,6;2,3
20/11/01;2,2;885,5;17,9;25,8;null;18,7;85;50;10,9;1,5
21/11/01;5,6;886,6;17,4;21,9;19,3;18,2;88,8;73;11,2;1,9
22/11/01;2,6;887,1;16,9;24,2;19,9;17,4;84;60;8,6;2,3
23/11/01;1,4;884,1;16,7;25,9;21,4;17,4;75,3;53;12;2,4
24/11/01;4,2;883,6;17,5;22,8;19,5;19,4;88,3;71;12;1,8
25/11/01;25,2;884,5;16,8;25,4;20,4;16,4;81;58;7;2
26/11/01;0;885,3;17,4;25,4;21,3;18,9;78,8;60;9,9;3,3
27/11/01;0,8;885,6;14,9;27,9;22,6;18;64,1;37;7;2,1
28/11/01;0;885,1;15,9;26,3;21,5;16,3;71,3;49;8,8;1,6
29/11/01;10,2;883,7;17,6;24,8;20,1;18,1;86,3;62;10,4;1,7
30/11/01;21,4;882,6;17,4;23,2;19,5;17,9;87,7;71;13,6;3,9
01/12/01;5,4;883;17,7;23,1;19,6;18,2;89,2;74;14,7;4,9
02/12/01;4,6;884,6;18,3;25,4;20,6;18,6;86,9;66;8,7;1,6
03/12/01;7,6;884,8;17,6;27,5;22,2;17,3;77,5;51;8,4;2,4
04/12/01;0;885,3;15,7;27,7;22,4;18;68,3;42;8,9;3,3
05/12/01;0;885,1;16,2;28;22,9;18,8;67,2;39;8,5;3,4
06/12/01;2;885,2;17,6;24,6;21,4;18,5;79,1;62;7,9;1,7
07/12/01;22,6;885,1;17,7;25,5;20,6;17,5;83,9;62;9,5;2,1
08/12/01;4,6;884,9;15,8;27,8;22,3;17,3;70,1;33;8,6;2,9
09/12/01;0;884,8;12,9;27,7;22,9;18,1;54,6;35;8,5;2,8
10/12/01;0;885,5;14,1;28,4;23,5;18;56,4;37;8,6;2,9
11/12/01;0;886,2;15,2;28,3;23,9;19,7;58,5;42;7,9;3,2
12/12/01;0;885,2;14,3;28,4;null;19,6;57,5;38;8,3;3,6
13/12/01;null;null;null;null;null;null;null;33;5,7;null
14/12/01;null;null;null;28,1;null;null;74,8;43;9;null
15/12/01;null;null;null;null;null;null;null;57;7,7;null
16/12/01;null;null;null;null;null;null;null;62;6,7;null
17/12/01;null;null;null;null;null;null;null;66;11,5;null
18/12/01;null;884,7;17,9;27,5;null;null;79;52;9,6;2,4
19/12/01;null;null;null;27,6;null;19,5;78,8;50;9;null
20/12/01;null;null;null;null;null;null;79;52;14,8;null
21/12/01;null;null;null;null;null;null;null;58;7,2;null
22/12/01;null;null;null;26,3;null;null;82,7;56;15;null
23/12/01;null;null;null;null;null;null;null;48;8,4;null
24/12/01;null;887,2;17,5;27;null;18,6;82,9;50;9,4;2
25/12/01;null;null;null;27,7;null;null;72,6;45;8,7;null
26/12/01;null;886,5;16,7;26;null;18,3;74,1;50;6,6;1,8
27/12/01;null;null;null;null;null;null;null;68;3,9;null
28/12/01;null;null;null;null;null;null;80,2;58;8,3;null
29/12/01;12,8;886;17,8;21,5;null;17,9;91,8;81;10,1;2,7
30/12/01;null;null;null;null;null;null;null;77;9,8;null
31/12/01;null;null;null;null;null;null;84,8;71;13;null
01/01/02;null;null;null;24,8;null;null;85;69;10,5;null
02/01/02;null;null;null;null;null;19,3;81,3;51;8,6;null
03/01/02;0;882,9;17,4;28,3;22,4;18,3;76,1;45;14,3;2,5
04/01/02;13,4;883,9;17,1;27,9;22,4;18,5;74;44;9;2
05/01/02;null;null;null;null;null;19,9;70,3;45;9,2;null
06/01/02;null;884,5;17,3;27,9;null;19,3;72,4;40;11,1;2,3
07/01/02;0;884,3;17,7;25,7;null;19;76,4;64;8,8;3,1
08/01/02;null;884,1;18,2;24,7;null;19,2;82,1;67;10,3;4,1
09/01/02;null;885,7;18;24,3;null;18,3;84,3;67;11,7;4,4
10/01/02;null;null;null;null;null;null;72,7;59;12,6;null
11/01/02;null;null;null;null;null;null;null;62;9,9;null
12/01/02;null;null;null;26,6;null;null;69;53;9,1;null
13/01/02;0;887;18,1;25,3;20,6;18,6;85,7;64;9,6;2,4
14/01/02;null;null;null;null;null;18,3;null;75;11;null
15/01/02;null;null;null;null;null;null;null;72;10,1;null
16/01/02;null;880,5;17,9;24,3;null;null;87,7;69;9,6;2,8
17/01/02;null;881,5;18,1;23,9;19,7;17,4;90,5;72;9;2,2
18/01/02;16,2;883,3;18;23,3;19,3;18,2;92,4;78;9,6;2,8
19/01/02;25,2;884,6;17,7;25,9;20,1;18,3;86,9;59;11,3;3,2
20/01/02;9,2;886,7;16,7;27,6;22,2;18,9;73,1;44;11,4;3
21/01/02;1,6;888,2;16,8;28,9;null;18,6;69,3;38;10,3;2,3
22/01/02;null;null;null;null;null;null;null;54;5;null
23/01/02;null;888,3;15,1;29,7;23,9;null;61,6;27;6;1,6
24/01/02;0;886,9;13,9;29,4;23,4;16,7;57,5;30;7;1,9
25/01/02;0;886,7;12,2;30;23,9;17,9;50;25;7,1;1,6
26/01/02;0;887,1;16,4;30,6;23,2;18,8;67,9;33;12;1,8
27/01/02;0,6;886,9;17,8;27,2;21,6;18,4;79,5;55;11;1,6
28/01/02;23;885,8;17,2;29,3;22,2;18,1;76;39;9,6;1,5
29/01/02;13;885,4;17,9;29;22,6;18,6;76,6;43;7,4;1,7
30/01/02;1;885,9;17,8;29,1;null;18,9;71,6;45;8,6;1,3
31/01/02;0,2;885,8;18,3;27,8;21,8;19,5;80,3;57;10,3;1,8
01/02/02;33,2;886,7;16,5;28,3;20,8;17,1;78,7;43;11,1;2
02/02/02;9,6;886,1;17,6;28,3;22,8;18,7;74;44;8,9;2,2
03/02/02;2;884,3;17,8;25,9;21;19,4;82,8;57;9,9;2,4
04/02/02;31,4;884,9;17,3;25,9;19,7;17,1;86,9;59;10,8;3,2
05/02/02;0;886,7;16,8;23,2;19,8;17,8;83,6;65;7,8;2,7
06/02/02;0,4;886,1;16,9;26,6;21;16,6;79,1;49;7,6;2,4
07/02/02;4,2;885,2;17,9;25,9;20,2;18,5;87,3;62;11,9;2,8
08/02/02;4,2;886;17,6;26,7;19,7;17,8;88,1;59;13,9;3
09/02/02;17,2;886,5;17;21,8;18,8;17,3;89,4;70;9,3;3,1
10/02/02;12,2;886,8;17,5;26,7;20,4;17,5;84,6;56;8,7;2,9
11/02/02;0,2;886,8;17,4;24,3;19,4;18,7;88,2;67;14;2,1
12/02/02;12,4;888;16,6;25,9;19,7;15,8;83,2;53;8,8;1,7
13/02/02;10,8;887,2;15,8;27,4;21,1;15,7;74,1;45;8,5;2,1
14/02/02;0;887,1;16,6;26,6;21,6;17,5;74,4;51;7,5;2
15/02/02;0;888;17,2;27;20,7;18;81,2;52;6,8;1,4
16/02/02;0,4;887,8;17,3;28,4;22,1;17,2;75,8;46;7,9;2,2
17/02/02;0,2;887,1;18,1;26,8;21,6;17,9;81,1;56;8,6;0,9
18/02/02;39,6;886,2;18,4;26,5;20,5;18,5;88,3;59;15,1;1,3
19/02/02;31,4;886,4;18,9;24,9;21,1;18,7;87,6;65;9,6;1,2
20/02/02;10,6;886,5;18,3;26,2;21,2;18,6;84,1;62;13,8;1,3
21/02/02;null;null;null;null;null;18,5;null;79;3,7;null
22/02/02;null;null;null;null;null;null;null;39;7,8;null
23/02/02;0;885,6;15,1;29,2;23,4;18,5;61,8;36;11,5;2,7
24/02/02;0;887,2;16;30,3;23,7;17,8;64,3;39;6,4;1,5
25/02/02;0;886,5;18,2;29;22,4;19,1;78,5;49;9,9;1,6
26/02/02;5,6;886,8;17,9;24,9;20,1;18,2;87,5;67;10,8;2,6
27/02/02;5,4;887,6;16,8;27,9;22;17,6;74,5;45;9,4;2,8
28/02/02;0;887,4;15,3;27,8;22,2;18;68;33;8,8;3,7
01/03/02;0;887,6;15;25,1;21,3;18,8;68,4;47;7,6;2,9
02/03/02;0;887;14,8;28,4;22,4;16,4;64,3;36;8,7;2,8
03/03/02;0;887,1;14,3;28,4;23,5;19;58,3;33;9,1;3,2
04/03/02;0;887,8;14,5;27,8;22,4;17,7;63,1;40;9,6;3,9
05/03/02;0;888,3;14,7;27,9;21,8;17;65,7;37;12,6;4,1
06/03/02;0;887,4;14,7;28,9;23,2;18,1;60,5;36;7,3;2,8
07/03/02;0;887,9;15,7;28,1;22,8;19,9;64,9;45;7,7;2,4
08/03/02;0;888,7;16;29;23,2;17,4;66,3;40;7,9;2,4
09/03/02;0;888,3;15,2;28,9;23,8;19,8;59,5;40;8,6;3,5
10/03/02;0;887,8;15,2;28,2;23,6;19,4;60,8;38;8,8;3,3
11/03/02;0;887,9;16,2;28,2;23,3;19;65,6;44;9,9;4
12/03/02;0;889,5;16,6;28,4;22,8;19;68,8;40;8,5;2,9
13/03/02;0;888,8;16,7;28,7;23,5;19;67;40;8,8;2,6
14/03/02;0;886,9;16,3;30,2;23,8;18,3;64,2;36;8,8;2,1
15/03/02;10,2;886,2;17,8;28,7;22,9;19,4;74,2;42;9,3;1,6
16/03/02;26,6;886,1;16,4;26,5;20,9;16,3;76,8;52;11,4;2,1
17/03/02;43,2;885,9;17,6;27;21,1;17,4;81,8;50;12,8;1,9
18/03/02;4,4;885,4;17,6;27,9;21,4;18;80,3;48;7,7;2
19/03/02;2;884,9;17,9;28,3;22,3;17,8;77,3;48;11,5;2,8
20/03/02;0,4;885,9;18,1;27,2;22,1;19;78,7;56;7,8;1,1
21/03/02;10,6;885,5;18,2;26,8;22;18,8;79,5;56;9;1,5
22/03/02;0,4;886;18,3;25,1;21;18,2;84,7;64;8,8;2,1
23/03/02;3,6;887,5;17,4;24,7;20,3;17,5;84,1;58;9;2,9
24/03/02;0,4;886,9;18,2;27,1;21,6;19;81,9;54;9,2;1,9
25/03/02;19;886,2;17;26,3;20,5;17,2;81,8;52;7,1;2,2
26/03/02;null;null;null;null;null;null;null;89;4,2;null
27/03/02;null;null;null;null;null;null;null;62;4,5;null
28/03/02;null;888,2;16,4;28;22,3;16,9;71,7;36;9,2;2,9
29/03/02;0;887,5;15,3;27,3;22,5;18,6;65,7;40;9,8;3,4
30/03/02;0;887,9;15,4;27,5;22,1;18;66,3;43;9,9;3,7
31/03/02;0;888,2;15,9;28,1;22,3;18,2;68,8;41;9,6;2,9
01/04/02;0;887,4;14,9;27,8;22,6;16,8;63,7;35;7,5;2,5
